ProjID,Retail Store Number,Selling Location Type,Temperature,Movement period,Division,Store State,Account Format,Width,Traffic flow,Number of Segments,Number of Fixtures,Chain POG Field 7,Chain POG Field 8,Chain POG Field 9,Chain POG Field 10,StoreID,Planogram Number,Chain POG Field 1,Chain POG Field 2,Chain POG Field 3,# of Cooler Doors,Number of Stores,Chain POG Field 5,Chain POG Field 6,PlanoID,Wholesaler
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Foods #290 (COLA),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1848,N/A,47,72,INTERNAL,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #290 (COLA),Lowe's Foods #290 (COLA)|1|Lowe's Foods #290 (COLA),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,LD,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #290 (COLA)|1|Lowe's Foods #290 (COLA),33916-COLA
Shelf IQ PowerBI 2025 - Chain.csv,Main Px 10304 04 (COLA),OPEN AIR,WARM,7,Military,SC,Military Off-Premise,48,Right-left,1,5,Ft. Jackson,,,2,Shelf IQ PowerBI 2025 - Chain.csv|Main Px 10304 04 (COLA),Main Px 10304 04 (COLA)|2|1030431,,,SC,,1,EASTERN,BUDWEISER OF COLUMBIA,Shelf IQ PowerBI 2025 - Chain.csv|Main Px 10304 04 (COLA)|2|1030431,33916-COLA
Shelf IQ PowerBI 2025 - Chain.csv,Main Px 10304 04 (COLA),OPEN AIR,WARM,7,Military,SC,Military Off-Premise,144,Left-right,3,15,Ft. Jackson,,,2,Shelf IQ PowerBI 2025 - Chain.csv|Main Px 10304 04 (COLA),Main Px 10304 04 (COLA)|3|1030431,,,SC,,1,EASTERN,BUDWEISER OF COLUMBIA,Shelf IQ PowerBI 2025 - Chain.csv|Main Px 10304 04 (COLA)|3|1030431,33916-COLA
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Foods #223 (MYR),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,965,N/A,21,18,1/13/2020 17:41,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #223 (MYR),Lowe's Foods #223 (MYR)|1|Lowes Foods #223 (MYR),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,MN,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #223 (MYR)|1|Lowes Foods #223 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Foods #240 (MYR),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,924,N/A,20,19,INTERNAL,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #240 (MYR),Lowe's Foods #240 (MYR)|1|Lowes Foods #240 (MYR),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,AA,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #240 (MYR)|1|Lowes Foods #240 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Foods #233 (MYR),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1152,N/A,23,16,INTERNAL,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #233 (MYR),Lowe's Foods #233 (MYR)|1|Lowes Foods #233 (MYR),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,I.V,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #233 (MYR)|1|Lowes Foods #233 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Foods #223 (MYR),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1180,N/A,26,15,1/13/2020 15:44,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #223 (MYR),Lowe's Foods #223 (MYR)|1|Lowes Foods #232 (MYR),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,LD,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #223 (MYR)|1|Lowes Foods #232 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Foods #259 (MYR),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,919,N/A,22,24,INTERNAL,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #259 (MYR),Lowe's Foods #259 (MYR)|1|Lowes Foods #259 (MYR),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,Silviu,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Foods #259 (MYR)|1|Lowes Foods #259 (MYR),43926-MYR
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Lowe's Foods #265 (CHS),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1104,N/A,23,25,1/14/2020 9:01,,,0,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Lowe's Foods #265 (CHS),Lowe's Foods #265 (CHS)|1|Lowe's Foods #265 (CHS),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,AA,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Lowe's Foods #265 (CHS)|1|Lowe's Foods #265 (CHS),23912-CHS
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Lowe's Foods #270 (CHS),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1506,N/A,33,45,1/13/2020 14:01,,,0,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Lowe's Foods #270 (CHS),Lowe's Foods #270 (CHS)|1|Lowe's Foods #270 (CHS),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,MN,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Lowe's Foods #270 (CHS)|1|Lowe's Foods #270 (CHS),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #16 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,672,N/A,14,50,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #16 (MYR),Kroger #16 (MYR)|1|KROGER #16 (635),635,,,N/A,1,No,D011_L00016_D01_C270_V600_F056_MX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #16 (MYR)|1|KROGER #16 (635),43926-MYR
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #20 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,672,N/A,14,50,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #20 (MYR),Kroger #20 (MYR)|1|KROGER #20 (1373),1373,,,N/A,1,No,D011_L00020_D01_C270_V600_F056_MX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #20 (MYR)|1|KROGER #20 (1373),43926-MYR
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #25 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,912,N/A,19,66,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #25 (MYR),Kroger #25 (MYR)|1|KROGER #25 (2150),2150,,,N/A,1,No,D011_L00025_D01_C270_V600_F076_MX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #25 (MYR)|1|KROGER #25 (2150),43926-MYR
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #26 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,681,N/A,16,56,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #26 (MYR),Kroger #26 (MYR)|1|KROGER #26 (2756),2756,,,N/A,1,No,D011_L00026_D01_C270_V600_F052_MX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #26 (MYR)|1|KROGER #26 (2756),43926-MYR
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #499 (CHS),OPEN AIR,COLD,7,Kroger,SC,Supermarket,624,N/A,13,47,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #499 (CHS),Kroger #499 (CHS)|1|KROGER #499 (62255),62255,,,N/A,1,No,D011_L00499_D01_C270_VS01_F052_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #499 (CHS)|1|KROGER #499 (62255),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #499 (CHS),DOORS,COLD,7,Kroger,SC,Supermarket,81,N/A,3,13,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #499 (CHS),Kroger #499 (CHS)|2|KROGER #499 (62255),62255,,,N/A,1,No,D011_L00499_D01_C270_VS02_D003_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #499 (CHS)|2|KROGER #499 (62255),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #671 (CHS),OPEN AIR,COLD,7,Kroger,SC,Supermarket,480,N/A,10,34,P07 W04 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #671 (CHS),Kroger #671 (CHS)|2|KROGER #671 (62779),62779,,,N/A,1,No,D011_L00671_D01_C270_VS02_F040_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #671 (CHS)|2|KROGER #671 (62779),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #671 (CHS),OPEN AIR,COLD,7,Kroger,SC,Supermarket,432,N/A,9,29,P07 W04 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #671 (CHS),Kroger #671 (CHS)|3|KROGER #671 (62779),62779,,,N/A,1,No,D011_L00671_D01_C270_VS03_F036_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #671 (CHS)|3|KROGER #671 (62779),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #703 (CHS),OPEN AIR,COLD,7,Kroger,SC,Supermarket,624,N/A,13,52,P07 W04 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #703 (CHS),Kroger #703 (CHS)|1|KROGER #703 (64285),64285,,,N/A,1,No,D011_L00703_D01_C270_VS01_F052_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #703 (CHS)|1|KROGER #703 (64285),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #703 (CHS),OPEN AIR,COLD,7,Kroger,SC,Supermarket,720,N/A,15,60,P07 W04 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #703 (CHS),Kroger #703 (CHS)|2|KROGER #703 (64285),64285,,,N/A,1,No,D011_L00703_D01_C270_VS02_F060_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #703 (CHS)|2|KROGER #703 (64285),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Kroger #703 (CHS),OPEN AIR,COLD,7,Kroger,SC,Supermarket,624,N/A,13,52,P07 W04 Y2024,11,,,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #703 (CHS),Kroger #703 (CHS)|3|KROGER #703 (64285),64285,,,N/A,1,No,D011_L00703_D01_C270_VS04_F052_UX,Shelf IQ PowerBI 2024 - Chain.csv|Kroger #703 (CHS)|3|KROGER #703 (64285),23912-CHS
Shelf IQ PowerBI 2025 - Chain.csv,7-Eleven #39934 (COLA),DOORS,COLD,7,7-Eleven,SC,Convenience,192,Right-left,8,43,MC,FLORIDA,,,Shelf IQ PowerBI 2025 - Chain.csv|7-Eleven #39934 (COLA),7-Eleven #39934 (COLA)|1|7-Eleven #39934 (COLA),0,Zone Merchandiser: Jennifer Graves,Contact Info: Jennifer.Graves@7-11.com,CONVENIENCE STORE,1,MC,r,Shelf IQ PowerBI 2025 - Chain.csv|7-Eleven #39934 (COLA)|1|7-Eleven #39934 (COLA),33916-COLA
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #439 (BLK),OPEN AIR,COLD,7,Kroger,GA,Supermarket,912,N/A,19,68,P01 W03 Y2024,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #439 (BLK),Kroger #439 (BLK)|1|Kroger #439 (BLK),30336,,,,1,No,D011_L00439_D01_C270_VS01_F076_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #439 (BLK)|1|Kroger #439 (BLK),91094-BLK
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #487 (BLK),OPEN AIR,COLD,7,Kroger,GA,Supermarket,72,N/A,2,10,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #487 (BLK),Kroger #487 (BLK)|1|Kroger #487 (,30927,,,,1,No,D011_L00487_D01_C270_V551_F006_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #487 (BLK)|1|Kroger #487 (,91094-BLK
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #487 (BLK),OPEN AIR,COLD,7,Kroger,GA,Supermarket,720,N/A,15,55,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #487 (BLK),Kroger #487 (BLK)|2|Kroger #487 (,30927,,,,1,No,D011_L00487_D01_C270_V600_F060_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #487 (BLK)|2|Kroger #487 (,91094-BLK
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #418 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,768,N/A,16,58,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #418 (SAV),Kroger #418 (SAV)|1|Kroger #418 (SAV),20283,,,,1,No,D011_L00418_D01_C270_V800_F064_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #418 (SAV)|1|Kroger #418 (SAV),21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #460 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,504,N/A,11,40,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #460 (SAV),Kroger #460 (SAV)|1|Kroger #460 (SAV),21926,,,,1,No,D011_L00460_D01_C270_V900_F042_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #460 (SAV)|1|Kroger #460 (SAV),21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #625 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,432,N/A,9,37,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #625 (SAV),Kroger #625 (SAV)|2|Kroger #625 (,25941,,,,1,No,D011_L00625_D01_C270_VS01_F036_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #625 (SAV)|2|Kroger #625 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #625 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,816,N/A,17,53,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #625 (SAV),Kroger #625 (SAV)|3|Kroger #625 (,25941,,,,1,No,D011_L00625_D01_C270_VS02_F068_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #625 (SAV)|3|Kroger #625 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #609 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,72,N/A,2,10,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV),Kroger #609 (SAV)|1|Kroger #609 (,20311,,,,1,No,D011_L00609_D01_C270_V480_F006_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV)|1|Kroger #609 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #609 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,72,N/A,2,10,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV),Kroger #609 (SAV)|2|Kroger #609 (,20311,,,,1,No,D011_L00609_D01_C270_V551_F006_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV)|2|Kroger #609 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #609 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,624,N/A,13,51,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV),Kroger #609 (SAV)|3|Kroger #609 (,20311,,,,1,No,D011_L00609_D01_C270_VS01_F052_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV)|3|Kroger #609 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #609 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,480,N/A,10,30,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV),Kroger #609 (SAV)|4|Kroger #609 (,20311,,,,1,No,D011_L00609_D01_C270_VS02_F040_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV)|4|Kroger #609 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #609 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,432,N/A,9,37,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV),Kroger #609 (SAV)|5|Kroger #609 (,20311,,,,1,No,D011_L00609_D01_C270_VS03_F036_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #609 (SAV)|5|Kroger #609 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #645 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,72,N/A,2,10,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #645 (SAV),Kroger #645 (SAV)|1|Kroger #645 (,22093,,,,1,No,D011_L00645_D01_C270_V551_F006_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #645 (SAV)|1|Kroger #645 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #645 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,864,N/A,18,72,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #645 (SAV),Kroger #645 (SAV)|2|Kroger #645 (,22093,,,,1,No,D011_L00645_D01_C270_V600_F072_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #645 (SAV)|2|Kroger #645 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #688 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,1008,N/A,21,76,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #688 (SAV),Kroger #688 (SAV)|1|Kroger #688 (,22215,,,,1,No,D011_L00688_D01_C270_V600_F084_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #688 (SAV)|1|Kroger #688 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #697 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,72,N/A,2,10,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #697 (SAV),Kroger #697 (SAV)|1|Kroger #697 (,20612,,,,1,No,D011_L00697_D01_C270_V551_F006_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #697 (SAV)|1|Kroger #697 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #697 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,816,N/A,17,68,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #697 (SAV),Kroger #697 (SAV)|2|Kroger #697 (,20612,,,,1,No,D011_L00697_D01_C270_VS01_F068_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #697 (SAV)|2|Kroger #697 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #697 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,768,N/A,16,64,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #697 (SAV),Kroger #697 (SAV)|3|Kroger #697 (,20612,,,,1,No,D011_L00697_D01_C270_VS02_F064_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #697 (SAV)|3|Kroger #697 (,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #979 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,672,N/A,14,54,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #979 (SAV),Kroger #979 (SAV)|1|Kroger #979 (SAV),20252,,,,1,No,D011_L00979_D01_C270_V800_F056_VX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #979 (SAV)|1|Kroger #979 (SAV),21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #26 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,681,N/A,16,22,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #26 (MYR),Kroger #26 (MYR)|1|Kroger #26 (MYR),56%,,,,1,,D011_L00026_D01_C270_V600_F052_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #26 (MYR)|1|Kroger #26 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #16 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,672,N/A,14,10,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #16 (MYR),Kroger #16 (MYR)|1|Kroger #16 (MYR),84%,,,,1,,D011_L00016_D01_C270_V600_F056_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #16 (MYR)|1|Kroger #16 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #20 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,672,N/A,14,12,P01 W01 Y2025,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #20 (MYR),Kroger #20 (MYR)|1|Kroger #20 (MYR),73%,,,,1,,D011_L00020_D01_C270_V600_F056_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #20 (MYR)|1|Kroger #20 (MYR),43926-MYR
Shelf IQ PowerBI 2025 - Chain.csv,Kroger #25 (MYR),OPEN AIR,COLD,7,Kroger,SC,Supermarket,960,N/A,20,12,P07 W03 Y2024,11,,,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #25 (MYR),Kroger #25 (MYR)|1|Kroger #25 (MYR),86%,,,,1,,D011_L00025_D01_C270_V600_F076_MX,Shelf IQ PowerBI 2025 - Chain.csv|Kroger #25 (MYR)|1|Kroger #25 (MYR),43926-MYR
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #012 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,576,N/A,12,43,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #012 (COLA),Kroger #012 (COLA)|1|Kroger #012 (COLA),70%,,,,1,,D011_L00012_D01_C270_V600_F048_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #012 (COLA)|1|Kroger #012 (COLA),33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #002 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,72,N/A,2,10,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #002 (COLA),Kroger #002 (COLA)|1|D011_L00002_D01_C270_V551_F006_MX_8446967,0%,,,,1,,D011_L00002_D01_C270_V551_F006_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #002 (COLA)|1|D011_L00002_D01_C270_V551_F006_MX_8446967,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #002 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,144,N/A,3,12,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #002 (COLA),Kroger #002 (COLA)|2|D011_L00002_D01_C270_VS01_F012_MX_8446971,81%,,,,1,,D011_L00002_D01_C270_VS01_F012_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #002 (COLA)|2|D011_L00002_D01_C270_VS01_F012_MX_8446971,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #002 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,768,N/A,16,65,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #002 (COLA),Kroger #002 (COLA)|3|D011_L00002_D01_C270_VS02_F064_MX_8446974,81%,,,,1,,D011_L00002_D01_C270_VS02_F064_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #002 (COLA)|3|D011_L00002_D01_C270_VS02_F064_MX_8446974,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #418 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,768,N/A,16,60,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #418 (SAV),Kroger #418 (SAV)|1|Kroger #418 (SAV),0%,,,,1,,D011_L00418_D01_C270_V800_F064_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #418 (SAV)|1|Kroger #418 (SAV),21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #439 (BLK),OPEN AIR,COLD,7,Kroger,GA,Supermarket,912,N/A,19,69,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #439 (BLK),Kroger #439 (BLK)|1|Kroger #439 (BLK),1%,,,,1,,D011_L00439_D01_C270_V600_F076_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #439 (BLK)|1|Kroger #439 (BLK),91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #460 (SAV),OPEN AIR,COLD,7,Kroger,GA,Supermarket,504,N/A,11,40,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #460 (SAV),Kroger #460 (SAV)|1|Kroger #460 (SAV),1%,,,,1,,D011_L00460_D01_C270_V900_F042_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #460 (SAV)|1|Kroger #460 (SAV),21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #448 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,96,N/A,2,10,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #448 (COLA),Kroger #448 (COLA)|1|D011_L00448_D01_C270_V301_F008_MX_8447610,0%,,,,1,,D011_L00448_D01_C270_V301_F008_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #448 (COLA)|1|D011_L00448_D01_C270_V301_F008_MX_8447610,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #448 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,192,N/A,4,16,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #448 (COLA),Kroger #448 (COLA)|2|D011_L00448_D01_C270_VS01_F016_MX_8447613,68%,,,,1,,D011_L00448_D01_C270_VS01_F016_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #448 (COLA)|2|D011_L00448_D01_C270_VS01_F016_MX_8447613,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Kroger #448 (COLA),OPEN AIR,COLD,7,Kroger,SC,Supermarket,864,N/A,18,63,P01 W02 Y2026,11,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #448 (COLA),Kroger #448 (COLA)|3|D011_L00448_D01_C270_VS02_F072_MX_8447615,68%,,,,1,,D011_L00448_D01_C270_VS02_F072_MX,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Kroger #448 (COLA)|3|D011_L00448_D01_C270_VS02_F072_MX_8447615,33916-COLA
